"State","County","Median Housing Value, 2024 ($)","Median Property Taxes Paid, 2024 ($)(5-Year Estimate)","Effective Property Tax Rate (2024)"
"Ohio","Stark County","$186,400","2402","1.24%"
"Ohio","Summit County","$208,700","3195","1.49%"
"Ohio","Trumbull County","$141,800","1856","1.32%"
"Ohio","Tuscarawas County","$185,400","1962","1.01%"
"Ohio","Union County","$344,900","3947","1.33%"
"Ohio","Van Wert County","$152,000","1387","0.92%"
"Ohio","Vinton County","$150,000","1469","0.64%"
"Ohio","Warren County","$349,400","4199","1.22%"
"Ohio","Washington County","$185,600","1732","0.90%"
"Ohio","Wayne County","$222,100","2602","1.07%"
"Ohio","Williams County","$150,000","1577","1.13%"
"Ohio","Wood County","$227,600","3059","1.36%"
"Ohio","Wyandot County","$163,400","1410","0.85%"
"Oklahoma","Adair County","$117,800","569","0.51%"
"Oklahoma","Alfalfa County","$101,500","592","0.56%"
"Oklahoma","Atoka County","$157,600","872","0.37%"
"Oklahoma","Beaver County","$130,100","1020","0.76%"
"Oklahoma","Beckham County","$143,500","1207","0.82%"
"Oklahoma","Blaine County","$126,900","730","0.61%"
"Oklahoma","Bryan County","$174,900","1118","0.58%"
"Oklahoma","Caddo County","$115,700","626","0.55%"
"Oklahoma","Canadian County","$246,200","2394","0.81%"
"Oklahoma","Carter County","$168,500","1244","0.66%"
"Oklahoma","Cherokee County","$168,500","911","0.49%"
"Oklahoma","Choctaw County","$126,500","520","0.39%"
"Oklahoma","Cimarron County","$98,600","395","0.51%"
"Oklahoma","Cleveland County","$235,700","2360","0.92%"
"Oklahoma","Coal County","$115,700","609","0.42%"
"Oklahoma","Comanche County","$163,800","1449","0.68%"
"Oklahoma","Cotton County","$113,900","840","0.77%"
"Oklahoma","Craig County","$150,500","823","0.42%"
"Oklahoma","Creek County","$182,100","1298","0.67%"
"Oklahoma","Custer County","$181,500","1248","0.76%"
"Oklahoma","Delaware County","$175,300","1051","0.51%"
"Oklahoma","Dewey County","$133,600","689","0.65%"
"Oklahoma","Ellis County","$119,100","877","0.59%"
"Oklahoma","Garfield County","$160,100","1389","0.87%"
"Oklahoma","Garvin County","$147,800","818","0.49%"
"Oklahoma","Grady County","$205,800","1400","0.70%"
"Oklahoma","Grant County","$105,700","513","0.57%"
"Oklahoma","Greer County","$109,100","545","0.46%"
"Oklahoma","Harmon County","$79,700","537","0.70%"
"Oklahoma","Harper County","$99,200","634","0.70%"
"Oklahoma","Haskell County","$138,800","598","0.41%"
"Oklahoma","Hughes County","$102,000","615","0.54%"
"Oklahoma","Jackson County","$158,400","941","0.64%"
"Oklahoma","Jefferson County","$82,500","517","0.56%"
"Oklahoma","Johnston County","$116,500","650","0.46%"
"Oklahoma","Kay County","$124,700","821","0.66%"
"Oklahoma","Kingfisher County","$215,800","1242","0.66%"
"Oklahoma","Kiowa County","$96,100","560","0.61%"
"Oklahoma","Latimer County","$107,900","567","0.49%"
"Oklahoma","Le Flore County","$135,700","845","0.59%"
"Oklahoma","Lincoln County","$166,500","935","0.38%"
"Oklahoma","Logan County","$246,700","1914","0.72%"
"Oklahoma","Love County","$171,000","1072","0.49%"
"Oklahoma","McClain County","$255,900","2023","0.77%"
"Oklahoma","McCurtain County","$144,500","528","0.35%"
"Oklahoma","McIntosh County","$146,200","832","0.58%"
"Oklahoma","Major County","$149,600","940","0.66%"
"Oklahoma","Marshall County","$164,500","903","0.71%"
"Oklahoma","Mayes County","$188,200","1222","0.60%"
"Oklahoma","Murray County","$159,800","665","0.43%"
"Oklahoma","Muskogee County","$153,200","1021","0.61%"
"Oklahoma","Noble County","$146,400","1172","0.55%"
"Oklahoma","Nowata County","$137,800","891","0.53%"
"Oklahoma","Okfuskee County","$115,900","560","0.45%"
"Oklahoma","Oklahoma County","$222,900","2155","0.92%"
"Oklahoma","Okmulgee County","$121,200","796","0.68%"
"Oklahoma","Osage County","$182,100","1248","0.69%"
"Oklahoma","Ottawa County","$123,300","763","0.60%"
"Oklahoma","Pawnee County","$131,500","876","0.59%"
"Oklahoma","Payne County","$223,300","1903","0.77%"
"Oklahoma","Pittsburg County","$156,900","788","0.52%"
"Oklahoma","Pontotoc County","$175,400","1135","0.60%"
"Oklahoma","Pottawatomie County","$165,400","1097","0.62%"
"Oklahoma","Pushmataha County","$132,300","518","0.34%"
"Oklahoma","Roger Mills County","$157,800","720","0.39%"
"Oklahoma","Rogers County","$240,500","1806","0.71%"
"Oklahoma","Seminole County","$99,500","613","0.57%"
"Oklahoma","Sequoyah County","$139,400","761","0.53%"
"Oklahoma","Stephens County","$145,300","990","0.68%"
"Oklahoma","Texas County","$163,500","1131","0.91%"
"Oklahoma","Tillman County","$79,800","500","0.66%"
"Oklahoma","Tulsa County","$230,400","2227","0.98%"
"Oklahoma","Wagoner County","$234,800","1858","0.70%"
"Oklahoma","Washington County","$173,200","1558","0.87%"
"Oklahoma","Washita County","$118,400","620","0.51%"
"Oklahoma","Woods County","$139,600","803","0.63%"
"Oklahoma","Woodward County","$169,000","973","0.60%"
"Oregon","Baker County","$285,600","2239","0.70%"
"Oregon","Benton County","$513,000","4884","0.93%"
"Oregon","Clackamas County","$611,000","5171","0.84%"
"Oregon","Clatsop County","$468,300","3236","0.66%"
"Oregon","Columbia County","$421,600","3137","0.72%"
"Oregon","Coos County","$337,800","2284","0.67%"
"Oregon","Crook County","$467,000","2972","0.62%"
"Oregon","Curry County","$381,300","1841","0.51%"
"Oregon","Deschutes County","$650,900","3807","0.59%"
"Oregon","Douglas County","$310,300","1895","0.61%"
"Oregon","Gilliam County","$189,300","1904","0.79%"
"Oregon","Grant County","$229,700","1674","0.41%"
"Oregon","Harney County","$242,100","1943","0.71%"
"Oregon","Hood River County","$660,000","3515","0.51%"
"Oregon","Jackson County","$430,200","3174","0.73%"
"Oregon","Jefferson County","$374,200","2591","0.62%"
"Oregon","Josephine County","$404,300","2086","0.50%"
"Oregon","Klamath County","$280,400","1752","0.63%"
"Oregon","Lake County","$219,500","1563","0.58%"
"Oregon","Lane County","$430,600","3536","0.78%"
"Oregon","Lincoln County","$410,800","3322","0.75%"
"Oregon","Linn County","$376,400","3261","0.73%"
"Oregon","Malheur County","$248,900","1860","0.56%"
"Oregon","Marion County","$416,400","3490","0.83%"
"Oregon","Morrow County","$240,400","1946","0.72%"
"Oregon","Multnomah County","$552,700","5301","1.02%"
"Oregon","Polk County","$454,700","3634","0.76%"
"Oregon","Sherman County","$211,800","1588","0.71%"
"Oregon","Tillamook County","$430,200","2582","0.62%"
"Oregon","Umatilla County","$282,600","2557","0.77%"
"Oregon","Union County","$294,600","2446","0.68%"
"Oregon","Wallowa County","$394,800","2270","0.49%"
"Oregon","Wasco County","$367,400","2828","0.77%"
"Oregon","Washington County","$588,000","4929","0.86%"
"Oregon","Wheeler County","$272,400","1893","0.68%"
"Oregon","Yamhill County","$471,700","3425","0.68%"
"Pennsylvania","Adams County","$268,500","3561","1.22%"
"Pennsylvania","Allegheny County","$227,600","3451","1.47%"
"Pennsylvania","Armstrong County","$157,300","2161","1.36%"
"Pennsylvania","Beaver County","$190,900","2704","1.33%"
"Pennsylvania","Bedford County","$179,000","1444","0.79%"
"Pennsylvania","Berks County","$257,300","4239","1.60%"
"Pennsylvania","Blair County","$161,100","1724","1.05%"
"Pennsylvania","Bradford County","$187,500","2044","1.04%"
"Pennsylvania","Bucks County","$445,700","5826","1.20%"
"Pennsylvania","Butler County","$294,200","2970","0.97%"
"Pennsylvania","Cambria County","$121,000","1492","1.19%"
"Pennsylvania","Cameron County","$88,900","1414","1.31%"
"Pennsylvania","Carbon County","$211,400","3088","1.44%"
"Pennsylvania","Centre County","$323,500","3386","1.04%"
"Pennsylvania","Chester County","$485,600","6308","1.22%"
"Pennsylvania","Clarion County","$155,700","1503","0.91%"
"Pennsylvania","Clearfield County","$137,000","1500","1.07%"
"Pennsylvania","Clinton County","$175,900","2046","1.08%"
"Pennsylvania","Columbia County","$206,200","2286","1.06%"
"Pennsylvania","Crawford County","$153,200","2064","1.24%"
"Pennsylvania","Cumberland County","$277,600","3254","1.11%"
"Pennsylvania","Dauphin County","$236,400","3198","1.28%"
"Pennsylvania","Delaware County","$332,200","6124","1.62%"
"Pennsylvania","Elk County","$133,600","1697","1.15%"
"Pennsylvania","Erie County","$177,000","2830","1.52%"
"Pennsylvania","Fayette County","$143,200","1607","1.08%"
"Pennsylvania","Forest County","$115,300","1145","0.83%"
"Pennsylvania","Franklin County","$249,800","2740","1.03%"
"Pennsylvania","Fulton County","$208,500","2120","0.90%"
"Pennsylvania","Greene County","$153,900","1960","1.11%"
"Pennsylvania","Huntingdon County","$183,200","1718","0.80%"
"Pennsylvania","Indiana County","$152,800","2297","1.33%"
"Pennsylvania","Jefferson County","$139,700","1402","0.85%"
"Pennsylvania","Juniata County","$217,000","2147","0.85%"
"Pennsylvania","Lackawanna County","$201,800","3012","1.40%"
"Pennsylvania","Lancaster County","$301,100","3975","1.20%"
"Pennsylvania","Lawrence County","$147,200","1967","1.25%"
"Pennsylvania","Lebanon County","$242,000","3310","1.23%"
"Pennsylvania","Lehigh County","$300,400","4651","1.42%"
"Pennsylvania","Luzerne County","$174,100","2530","1.35%"
"Pennsylvania","Lycoming County","$202,200","2649","1.24%"
"Pennsylvania","McKean County","$104,500","1660","1.13%"
"Pennsylvania","Mercer County","$164,000","1936","1.06%"
"Pennsylvania","Mifflin County","$156,700","2266","1.22%"
"Pennsylvania","Monroe County","$267,600","4447","1.62%"
"Pennsylvania","Montgomery County","$436,700","5875","1.29%"
"Pennsylvania","Montour County","$248,100","2507","0.92%"
"Pennsylvania","Northampton County","$308,600","4700","1.44%"
"Pennsylvania","Northumberland County","$162,400","1794","1.12%"
"Pennsylvania","Perry County","$236,400","2859","1.07%"
"Pennsylvania","Philadelphia County","$243,100","2003","0.85%"
"Pennsylvania","Pike County","$272,600","3542","1.24%"
"Pennsylvania","Potter County","$153,100","1857","0.98%"
"Pennsylvania","Schuylkill County","$153,000","2140","1.29%"
"Pennsylvania","Snyder County","$215,300","2388","1.02%"
"Pennsylvania","Somerset County","$150,600","1477","0.99%"
"Pennsylvania","Sullivan County","$197,100","2015","0.95%"
"Pennsylvania","Susquehanna County","$216,400","2365","0.91%"
"Pennsylvania","Tioga County","$181,100","2078","1.01%"
"Pennsylvania","Union County","$240,100","2744","1.18%"
"Pennsylvania","Venango County","$119,800","1520","1.22%"
"Pennsylvania","Warren County","$127,500","1687","1.12%"
"Pennsylvania","Washington County","$228,500","2485","1.10%"
"Pennsylvania","Wayne County","$242,100","3039","1.10%"
"Pennsylvania","Westmoreland County","$203,500","2501","1.20%"
"Pennsylvania","Wyoming County","$215,400","2817","1.24%"
"Pennsylvania","York County","$248,600","4006","1.54%"
"Rhode Island","Bristol County","$513,800","6648","1.14%"
"Rhode Island","Kent County","$366,100","4957","1.37%"
"Rhode Island","Newport County","$609,700","5414","0.86%"
"Rhode Island","Providence County","$373,600","4683","1.19%"
"Rhode Island","Washington County","$510,800","5102","0.91%"
"South Carolina","Abbeville County","$178,800","782","0.42%"
"South Carolina","Aiken County","$218,000","897","0.47%"
"South Carolina","Allendale County","$76,200","669","0.50%"
"South Carolina","Anderson County","$231,900","1043","0.50%"
"South Carolina","Bamberg County","$97,800","811","0.71%"
"South Carolina","Barnwell County","$106,000","775","0.60%"
"South Carolina","Beaufort County","$455,600","2174","0.50%"
"South Carolina","Berkeley County","$310,300","1400","0.49%"
"South Carolina","Calhoun County","$172,100","704","0.36%"
"South Carolina","Charleston County","$489,100","1901","0.40%"
"South Carolina","Cherokee County","$142,000","614","0.50%"
"South Carolina","Chester County","$158,300","890","0.50%"
"South Carolina","Chesterfield County","$116,200","487","0.41%"
"South Carolina","Clarendon County","$158,000","883","0.52%"
"South Carolina","Colleton County","$162,500","900","0.54%"
"South Carolina","Darlington County","$158,200","652","0.46%"
"South Carolina","Dillon County","$85,400","452","0.44%"
"South Carolina","Dorchester County","$329,300","1851","0.60%"
"South Carolina","Edgefield County","$202,700","875","0.47%"
"South Carolina","Fairfield County","$151,200","776","0.44%"
"South Carolina","Florence County","$177,900","756","0.47%"
"South Carolina","Georgetown County","$289,500","1190","0.41%"
"South Carolina","Greenville County","$299,000","1512","0.51%"
"South Carolina","Greenwood County","$180,500","964","0.54%"
"South Carolina","Hampton County","$112,000","897","0.63%"
"South Carolina","Horry County","$287,700","944","0.38%"
"South Carolina","Jasper County","$325,500","1852","0.55%"
"South Carolina","Kershaw County","$217,100","1013","0.51%"
"South Carolina","Lancaster County","$329,900","1657","0.54%"
"South Carolina","Laurens County","$170,600","698","0.43%"
"South Carolina","Lee County","$104,600","599","0.49%"
"South Carolina","Lexington County","$234,500","1151","0.48%"
"South Carolina","McCormick County","$168,700","948","0.52%"
"South Carolina","Marion County","$93,200","436","0.44%"
"South Carolina","Marlboro County","$82,000","496","0.51%"
"South Carolina","Newberry County","$173,300","1154","0.53%"
"South Carolina","Oconee County","$237,100","899","0.38%"
"South Carolina","Orangeburg County","$115,800","749","0.58%"
"South Carolina","Pickens County","$231,900","866","0.43%"
"South Carolina","Richland County","$242,800","1637","0.64%"
"South Carolina","Saluda County","$146,500","747","0.43%"
"South Carolina","Spartanburg County","$233,300","1274","0.58%"
"South Carolina","Sumter County","$165,300","881","0.54%"
"South Carolina","Union County","$103,600","579","0.43%"
"South Carolina","Williamsburg County","$104,500","687","0.62%"
"South Carolina","York County","$361,300","1740","0.53%"
"South Dakota","Aurora County","$151,900","1574","0.97%"
"South Dakota","Beadle County","$175,100","1900","1.01%"
"South Dakota","Bennett County","$156,400","1535","0.92%"
"South Dakota","Bon Homme County","$134,100","1707","1.10%"
"South Dakota","Brookings County","$264,600","2981","1.11%"
"South Dakota","Brown County","$221,100","2598","1.07%"
"South Dakota","Brule County","$216,800","2071","0.82%"
"South Dakota","Buffalo County","$117,800","473","0.20%"
"South Dakota","Butte County","$244,600","2265","0.88%"
"South Dakota","Campbell County","$115,900","1368","1.03%"
"South Dakota","Charles Mix County","$170,600","1878","0.97%"
"South Dakota","Clark County","$158,400","1389","0.76%"
"South Dakota","Clay County","$232,300","2937","1.13%"
"South Dakota","Codington County","$237,700","2308","0.96%"
"South Dakota","Corson County","$69,800","1009","1.18%"
"South Dakota","Custer County","$372,100","2879","0.71%"
"South Dakota","Davison County","$205,800","2526","1.14%"
"South Dakota","Day County","$173,600","1693","0.78%"
"South Dakota","Deuel County","$205,900","1694","0.76%"
"South Dakota","Dewey County","$69,600","1050","0.95%"
"South Dakota","Douglas County","$166,900","1653","0.84%"
"South Dakota","Edmunds County","$163,300","1313","0.81%"
"South Dakota","Fall River County","$193,200","1940","1.03%"
"South Dakota","Faulk County","$147,500","916","0.75%"
"South Dakota","Grant County","$171,000","1557","0.92%"
"South Dakota","Gregory County","$139,900","1428","0.76%"
"South Dakota","Haakon County","$164,200","1489","0.74%"
"South Dakota","Hamlin County","$208,600","2313","1.02%"
"South Dakota","Hand County","$159,300","1413","0.80%"
"South Dakota","Hanson County","$191,200","1979","0.82%"
"South Dakota","Harding County","$166,100","1863","0.98%"
"South Dakota","Hughes County","$242,000","2659","1.03%"
"South Dakota","Hutchinson County","$163,000","1867","0.91%"
"South Dakota","Hyde County","$181,600","1743","1.03%"
"South Dakota","Jackson County","$117,300","760","0.69%"
"South Dakota","Jerauld County","$150,800","1265","0.83%"
"South Dakota","Jones County","$139,600","1313","0.99%"
"South Dakota","Kingsbury County","$169,500","1704","0.93%"
"South Dakota","Lake County","$247,600","2546","0.93%"
"South Dakota","Lawrence County","$346,500","2744","0.77%"
"South Dakota","Lincoln County","$348,300","3990","1.12%"
"South Dakota","Lyman County","$165,800","1506","0.96%"
"South Dakota","McCook County","$230,100","2444","0.92%"
"South Dakota","McPherson County","$85,600","1323","1.10%"
"South Dakota","Marshall County","$156,500","1359","0.67%"
"South Dakota","Meade County","$310,900","3129","0.91%"
"South Dakota","Mellette County","$84,100","825","0.62%"
"South Dakota","Miner County","$142,600","1306","0.70%"
"South Dakota","Minnehaha County","$287,600","3281","1.06%"
"South Dakota","Moody County","$226,500","2500","0.87%"
"South Dakota","Oglala Lakota County","$52,900","200-","n.a."
"South Dakota","Pennington County","$302,200","3265","1.00%"
"South Dakota","Perkins County","$114,600","1478","0.97%"
"South Dakota","Potter County","$121,300","1717","1.23%"
"South Dakota","Roberts County","$154,500","1492","0.69%"
"South Dakota","Sanborn County","$135,600","1586","0.59%"
"South Dakota","Spink County","$123,300","1584","0.98%"
"South Dakota","Stanley County","$203,500","2679","1.11%"
"South Dakota","Sully County","$205,400","1715","0.86%"
"South Dakota","Todd County","$53,900","975","0.74%"
"South Dakota","Tripp County","$132,900","1262","0.69%"
"South Dakota","Turner County","$222,900","2181","1.01%"
"South Dakota","Union County","$301,100","3317","1.12%"
"South Dakota","Walworth County","$136,600","1792","1.12%"
"South Dakota","Yankton County","$225,900","2388","0.99%"
"South Dakota","Ziebach County","$99,600","613","0.62%"
"Tennessee","Anderson County","$239,400","1289","0.58%"
"Tennessee","Bedford County","$281,200","1345","0.54%"
"Tennessee","Benton County","$153,600","738","0.42%"
"Tennessee","Bledsoe County","$189,400","688","0.44%"
"Tennessee","Blount County","$320,500","1453","0.48%"
"Tennessee","Bradley County","$261,900","1187","0.44%"
"Tennessee","Campbell County","$186,500","691","0.36%"
"Tennessee","Cannon County","$252,000","1073","0.41%"
"Tennessee","Carroll County","$142,400","821","0.50%"
"Tennessee","Carter County","$168,200","864","0.49%"
"Tennessee","Cheatham County","$338,700","1582","0.48%"
"Tennessee","Chester County","$164,400","856","0.51%"
"Tennessee","Claiborne County","$159,900","777","0.43%"
"Tennessee","Clay County","$136,400","769","0.42%"
"Tennessee","Cocke County","$158,100","898","0.49%"
"Tennessee","Coffee County","$246,800","1407","0.55%"
"Tennessee","Crockett County","$158,900","930","0.54%"
"Tennessee","Cumberland County","$250,500","730","0.29%"
"Tennessee","Davidson County","$417,400","2506","0.57%"
"Tennessee","Decatur County","$139,600","644","0.41%"
"Tennessee","DeKalb County","$235,500","824","0.34%"
"Tennessee","Dickson County","$306,400","1431","0.44%"
"Tennessee","Dyer County","$166,400","1047","0.56%"
"Tennessee","Fayette County","$340,800","1140","0.33%"
"Tennessee","Fentress County","$168,200","535","0.27%"
"Tennessee","Franklin County","$236,900","1246","0.48%"
"Tennessee","Gibson County","$156,900","1039","0.61%"
"Tennessee","Giles County","$234,300","989","0.45%"
"Tennessee","Grainger County","$189,200","901","0.41%"
"Tennessee","Greene County","$207,500","890","0.42%"
"Tennessee","Grundy County","$154,000","586","0.43%"
"Tennessee","Hamblen County","$210,900","862","0.37%"
"Tennessee","Hamilton County","$312,800","1925","0.62%"
"Tennessee","Hancock County","$134,500","599","0.42%"
"Tennessee","Hardeman County","$121,700","764","0.58%"
"Tennessee","Hardin County","$160,400","658","0.43%"
"Tennessee","Hawkins County","$176,300","956","0.53%"
"Tennessee","Haywood County","$152,400","952","0.60%"
"Tennessee","Henderson County","$164,800","794","0.37%"
"Tennessee","Henry County","$160,200","705","0.38%"
"Tennessee","Hickman County","$224,100","1038","0.42%"
"Tennessee","Houston County","$172,700","929","0.52%"
"Tennessee","Humphreys County","$193,400","921","0.41%"
"Tennessee","Jackson County","$155,500","710","0.38%"
"Tennessee","Jefferson County","$229,300","978","0.40%"
"Tennessee","Johnson County","$178,600","710","0.34%"
"Tennessee","Knox County","$320,900","1367","0.44%"
"Tennessee","Lake County","$97,900","653","0.72%"
"Tennessee","Lauderdale County","$143,200","844","0.67%"
"Tennessee","Lawrence County","$194,400","1021","0.47%"
"Tennessee","Lewis County","$173,400","824","0.32%"
"Tennessee","Lincoln County","$229,700","1038","0.41%"
"Tennessee","Loudon County","$348,000","1162","0.34%"
"Tennessee","McMinn County","$211,800","748","0.32%"
"Tennessee","McNairy County","$161,800","619","0.38%"
"Tennessee","Macon County","$225,700","874","0.25%"
"Tennessee","Madison County","$211,800","1185","0.60%"
"Tennessee","Marion County","$195,200","833","0.39%"
"Tennessee","Marshall County","$279,800","1346","0.43%"
"Tennessee","Maury County","$355,700","1588","0.43%"
"Tennessee","Meigs County","$180,000","693","0.85%"
"Tennessee","Monroe County","$227,500","934","0.39%"
"Tennessee","Montgomery County","$280,200","1697","0.61%"
"Tennessee","Moore County","$285,300","1288","0.42%"
"Tennessee","Morgan County","$166,300","871","0.41%"
"Tennessee","Obion County","$133,600","690","0.49%"
"Tennessee","Overton County","$173,200","669","0.36%"
"Tennessee","Perry County","$126,900","675","0.50%"
"Tennessee","Pickett County","$178,500","728","0.12%"
"Tennessee","Polk County","$169,900","856","0.45%"
"Tennessee","Putnam County","$282,500","1363","0.48%"
"Tennessee","Rhea County","$206,000","894","0.52%"
"Tennessee","Roane County","$232,900","1223","0.55%"
"Tennessee","Robertson County","$335,000","1577","0.44%"
"Tennessee","Rutherford County","$382,600","1839","0.48%"
"Tennessee","Scott County","$124,900","632","0.41%"
"Tennessee","Sequatchie County","$232,600","1051","0.41%"
"Tennessee","Sevier County","$299,000","824","0.31%"
"Tennessee","Shelby County","$249,100","2429","0.97%"
"Tennessee","Smith County","$243,800","1136","0.43%"
"Tennessee","Stewart County","$204,700","939","0.43%"
"Tennessee","Sullivan County","$213,300","1234","0.59%"
"Tennessee","Sumner County","$393,100","1987","0.46%"
"Tennessee","Tipton County","$240,600","1211","0.56%"
"Tennessee","Trousdale County","$337,600","1166","0.38%"
"Tennessee","Unicoi County","$189,600","994","0.49%"
"Tennessee","Union County","$204,000","752","0.27%"
"Tennessee","Van Buren County","$159,200","693","0.44%"
"Tennessee","Warren County","$192,900","805","0.43%"
"Tennessee","Washington County","$249,000","1302","0.56%"
"Tennessee","Wayne County","$130,700","635","0.39%"
"Tennessee","Weakley County","$151,200","729","0.44%"
"Tennessee","White County","$207,200","838","0.44%"
"Tennessee","Williamson County","$751,900","3004","0.37%"
"Tennessee","Wilson County","$428,000","1787","0.42%"
"Texas","Anderson County","$185,300","1702","0.91%"
"Texas","Andrews County","$195,700","2509","1.13%"
"Texas","Angelina County","$163,500","1775","1.13%"
"Texas","Aransas County","$265,400","2705","1.01%"
"Texas","Archer County","$189,100","2296","1.29%"
"Texas","Armstrong County","$171,500","2111","1.06%"
"Texas","Atascosa County","$174,800","2254","1.15%"
"Texas","Austin County","$296,900","3433","1.00%"
"Texas","Bailey County","$105,300","1601","0.74%"
"Texas","Bandera County","$278,400","2438","0.81%"
"Texas","Bastrop County","$314,800","4453","1.17%"
"Texas","Baylor County","$103,100","1288","0.54%"
"Texas","Bee County","$111,300","1615","1.25%"
"Texas","Bell County","$241,000","3476","1.21%"
"Texas","Bexar County","$262,200","4535","1.55%"
"Texas","Blanco County","$483,500","4510","1.02%"
"Texas","Borden County","$108,900","460","0.22%"
"Texas","Bosque County","$200,900","1959","0.86%"
"Texas","Bowie County","$173,000","2037","1.17%"
"Texas","Brazoria County","$301,600","5001","1.69%"
"Texas","Brazos County","$296,000","4568","1.38%"
"Texas","Brewster County","$227,000","2574","0.98%"
"Texas","Briscoe County","$90,300","981","0.74%"
"Texas","Brooks County","$81,000","1060","1.15%"
"Texas","Brown County","$158,900","1770","1.13%"
"Texas","Burleson County","$191,000","1816","1.01%"
"Texas","Burnet County","$344,000","3639","0.94%"
"Texas","Caldwell County","$240,500","3235","1.05%"
"Texas","Calhoun County","$171,200","2153","1.00%"
"Texas","Callahan County","$145,500","1318","0.78%"
"Texas","Cameron County","$136,500","2042","1.35%"
"Texas","Camp County","$173,100","1901","0.98%"
"Texas","Carson County","$143,000","1705","1.36%"
"Texas","Cass County","$146,400","1375","0.67%"
"Texas","Castro County","$95,000","876","1.20%"
"Texas","Chambers County","$329,500","3474","1.01%"
"Texas","Cherokee County","$169,300","1963","0.95%"
"Texas","Childress County","$125,400","1496","1.40%"
"Texas","Clay County","$171,500","2182","1.01%"
"Texas","Cochran County","$53,200","583","1.01%"
"Texas","Coke County","$117,900","1372","0.94%"
"Texas","Coleman County","$92,500","1252","0.94%"
"Texas","Collin County","$475,600","7521","1.48%"
"Texas","Collingsworth County","$104,000","1314","0.91%"
"Texas","Colorado County","$209,800","2204","0.77%"
"Texas","Comal County","$427,200","4833","1.04%"
"Texas","Comanche County","$155,600","2096","0.98%"
"Texas","Concho County","$107,400","1799","0.99%"
"Texas","Cooke County","$240,400","2864","1.06%"
"Texas","Coryell County","$195,300","2654","1.00%"
"Texas","Cottle County","$59,300","680","1.15%"
"Texas","Crane County","$129,400","1346","0.95%"
"Texas","Crockett County","-","416","1.24%"
"Texas","Crosby County","$80,900","1480","1.16%"
"Texas","Culberson County","$79,300","769","1.14%"
"Texas","Dallam County","$151,400","1736","1.20%"
"Texas","Dallas County","$303,000","4798","1.45%"
"Texas","Dawson County","$103,400","1677","1.46%"
"Texas","Deaf Smith County","$121,300","1801","1.45%"
"Texas","Delta County","$164,300","1563","1.16%"
"Texas","Denton County","$437,200","7055","1.46%"
"Texas","DeWitt County","$170,900","1469","0.86%"
"Texas","Dickens County","$65,300","939","0.92%"
"Texas","Dimmit County","$85,500","1223","0.82%"
"Texas","Donley County","$96,400","1117","0.76%"
"Texas","Duval County","$89,400","1148","0.99%"
"Texas","Eastland County","$134,800","1459","0.99%"
"Texas","Ector County","$200,200","2538","1.27%"
"Texas","Edwards County","-","742","0.66%"
"Texas","Ellis County","$348,600","4697","1.24%"
"Texas","El Paso County","$180,400","3660","1.80%"
"Texas","Erath County","$269,100","2887","0.88%"
"Texas","Falls County","$110,900","1522","0.97%"
"Texas","Fannin County","$233,700","2529","0.86%"
"Texas","Fayette County","$293,900","2611","0.73%"
"Texas","Fisher County","$78,600","1359","1.01%"
"Texas","Floyd County","$89,600","1107","1.45%"
"Texas","Foard County","$70,700","790","1.34%"
"Texas","Fort Bend County","$374,500","6965","1.77%"
"Texas","Franklin County","$226,300","2023","0.81%"
"Texas","Freestone County","$168,000","1580","0.98%"
"Texas","Frio County","$107,700","1670","1.33%"
"Texas","Gaines County","$200,700","3142","1.50%"
"Texas","Galveston County","$314,600","4442","1.40%"
"Texas","Garza County","$77,800","1220","1.33%"
"Texas","Gillespie County","$460,700","4496","0.83%"
"Texas","Glasscock County","$245,200","1346","0.60%"
"Texas","Goliad County","$192,500","1812","0.95%"
"Texas","Gonzales County","$159,100","2084","0.91%"
"Texas","Gray County","$102,900","1408","1.44%"
"Texas","Grayson County","$248,400","3146","1.23%"
"Texas","Gregg County","$203,400","2368","1.16%"
"Texas","Grimes County","$237,400","2414","0.90%"
"Texas","Guadalupe County","$304,400","4343","1.19%"
"Texas","Hale County","$116,500","1525","1.30%"
"Texas","Hall County","$86,100","1086","1.18%"
"Texas","Hamilton County","$147,700","1863","0.81%"
"Texas","Hansford County","$124,800","2261","1.43%"
"Texas","Hardeman County","$81,900","848","0.86%"
"Texas","Hardin County","$205,700","2238","1.16%"
"Texas","Harris County","$276,600","4489","1.50%"
"Texas","Harrison County","$180,400","1758","0.96%"
"Texas","Hartley County","$262,500","2645","1.08%"
"Texas","Haskell County","$98,700","1140","0.96%"
"Texas","Hays County","$399,800","6649","1.40%"
"Texas","Hemphill County","$205,700","2390","1.24%"
"Texas","Henderson County","$211,300","1991","0.98%"
"Texas","Hidalgo County","$140,900","2279","1.63%"
"Texas","Hill County","$179,200","2078","1.05%"
"Texas","Hockley County","$127,000","1760","0.94%"
"Texas","Hood County","$306,400","3217","0.97%"
"Texas","Hopkins County","$221,100","2221","0.68%"
"Texas","Houston County","$164,900","1387","0.75%"
"Texas","Howard County","$155,600","1480","1.11%"
"Texas","Hudspeth County","$64,000","801","0.95%"
"Texas","Hunt County","$241,700","3002","1.18%"
"Texas","Hutchinson County","$119,100","1602","1.45%"
"Texas","Irion County","$204,400","1424","1.17%"
"Texas","Jack County","$251,200","2453","0.84%"
